"Entity","Code","Year","Total_Renewable","Hydropower","Wind","Solar","Other_renewables"
"Switzerland","CHE",1988,3580020,3579507,0,0,513
"Switzerland","CHE",1989,2978022,2977493,0,0,529
"Switzerland","CHE",1990,29798287,29797848,0,1,438
"Switzerland","CHE",1991,32080600,32080162,0,2,436
"Switzerland","CHE",1992,32704143,32703655,0,3,485
"Switzerland","CHE",1993,35781688,35781193,0,4,491
"Switzerland","CHE",1994,39072616,39072556,0,5,55
"Switzerland","CHE",1995,35172146,35171566,0,6,574
"Switzerland","CHE",1996,2875420,2874798,1,7,614
"Switzerland","CHE",1997,34047122,34046455,2,7,658
"Switzerland","CHE",1998,33476114,33475414,3,8,689
"Switzerland","CHE",1999,40009016,40008263,3,1,749
"Switzerland","CHE",2000,36838181,36837334,3,11,833
"Switzerland","CHE",2001,4133181,4132288,4,13,876
"Switzerland","CHE",2002,35172747,35171818,5,15,909
"Switzerland","CHE",2003,3476829,3476713,5,18,93
"Switzerland","CHE",2004,33751838,33751717,6,18,97
"Switzerland","CHE",2005,31230943,31229898,8,21,1016
"Switzerland","CHE",2006,30963033,30961859,15,24,1135
"Switzerland","CHE",2007,35254627,35253403,16,29,1179
"Switzerland","CHE",2008,36040668,36039383,19,37,1229
"Switzerland","CHE",2009,3574017,3572711,23,54,1229
"Switzerland","CHE",2010,3607831,3606428,37,94,1272
"Switzerland","CHE",2011,32394924,32393364,7,168,1385
"Switzerland","CHE",2012,3862323,3860409,88,299,1527
"Switzerland","CHE",2013,38466339,38464718,9,5,1607
"Switzerland","CHE",2014,3806619,3804005,101,842,1671
"Switzerland","CHE",2015,3828916,3826185,11,1119,1601
"Switzerland","CHE",2016,3465960,3462793,109,1333,1725
"Switzerland","CHE",2017,34099018,34095364,133,1683,1838
"Switzerland","CHE",2018,3464797,3460919,122,1945,1811
"Switzerland","CHE",2019,3767583,3763397,146,2178,1862
"Switzerland","CHE",2020,37468198,37463486,145,2599,1968
"Switzerland","CHE",2021,36574465,36569485,145,2842,1993
"Switzerland","CHE",2022,2962391,2956513,15,3858,2005
"Switzerland","CHE",2023,36986672,36979874,169,4624,2005
"Switzerland","CHE",2024,20242571,4493138,171,5903,15743359
"Taiwan","TWN",1965,2586,2586,0,0,0
"Taiwan","TWN",1966,2661,2661,0,0,0
"Taiwan","TWN",1967,2634,2634,0,0,0
"Taiwan","TWN",1968,3864,3864,0,0,0
"Taiwan","TWN",1969,3052,3052,0,0,0
"Taiwan","TWN",1970,2865,2865,0,0,0
"Taiwan","TWN",1971,3091,3091,0,0,0
"Taiwan","TWN",1972,3636,3636,0,0,0
"Taiwan","TWN",1973,3399,3399,0,0,0
"Taiwan","TWN",1974,4705,4705,0,0,0
"Taiwan","TWN",1975,5261,5261,0,0,0
"Taiwan","TWN",1976,4282,4282,0,0,0
"Taiwan","TWN",1977,4023,4023,0,0,0
"Taiwan","TWN",1978,4966,4966,0,0,0
"Taiwan","TWN",1979,4567,4567,0,0,0
"Taiwan","TWN",1980,2926,2926,0,0,0
"Taiwan","TWN",1981,4791,4791,0,0,0
"Taiwan","TWN",1982,48640492,47812243,0,0,828249
"Taiwan","TWN",1983,5043920,498775,0,0,4545145
"Taiwan","TWN",1984,4735901,4385302,0,0,350599
"Taiwan","TWN",1985,60306884,60011296,0,0,295588
"Taiwan","TWN",1986,61344535,61299214,0,0,45321
"Taiwan","TWN",1987,5537223,5508951,0,0,28272
"Taiwan","TWN",1988,4984302,4673866,0,0,310436
"Taiwan","TWN",1989,68178764,48634553,0,0,19544211
"Taiwan","TWN",1990,21800793,638118,0,0,21162675
"Taiwan","TWN",1991,62858778,38536472,0,0,24322306
"Taiwan","TWN",1992,32718316,6555993,0,0,26162323
"Taiwan","TWN",1993,27380497,4108831,0,0,23271666
"Taiwan","TWN",1994,76311185,50615253,0,0,25695932
"Taiwan","TWN",1995,8677711,4839462,0,0,3838249
"Taiwan","TWN",1996,94418399,47430544,0,0,46987855
"Taiwan","TWN",1997,57710712,52454824,0,0,5255888
"Taiwan","TWN",1998,68090582,62018576,0,0,6072006
"Taiwan","TWN",1999,12639663,5051025,0,0,7588638
"Taiwan","TWN",2000,56211784,45599804,138286,12,10473682
"Taiwan","TWN",2001,76334727,50902977,12228773,264,13202713
"Taiwan","TWN",2002,18931397,2778901,158796,348,15993352
"Taiwan","TWN",2003,50448051,30345163,2376162,461,17726265
"Taiwan","TWN",2004,75841114,32098691,25252812,584,18489027
"Taiwan","TWN",2005,68347819,40713735,9130043,96,18503945
"Taiwan","TWN",2006,33546911,4088351,27607474,1457,1849629
"Taiwan","TWN",2007,63234499,441755,43953452,218,18839074
"Taiwan","TWN",2008,32829423,4305105,5882652,4473143,18168523
"Taiwan","TWN",2009,142733155,37482882,78663546,9112535,17474192
"Taiwan","TWN",2010,92269540,41941013,10263377,21727003,18338147
"Taiwan","TWN",2011,134892200,39997265,14926766,61622538,18345631
"Taiwan","TWN",2012,54100633,5669558,14134685,15986983,18309407
"Taiwan","TWN",2013,121251762,54228897,16400076,32109624,18513165
"Taiwan","TWN",2014,43762448,4317862,15004843,5287621,19152122
"Taiwan","TWN",2015,124160166,4470146,15252357,85026795,19410868
"Taiwan","TWN",2016,51286420,6562041,14571018,11090046,19063315
"Taiwan","TWN",2017,57966787,5446815,17224586,16674529,18620857
"Taiwan","TWN",2018,108697393,44816446,17094872,27036583,19749492
"Taiwan","TWN",2019,48431226,5544796,18922317,4017031,19947082
"Taiwan","TWN",2020,134012356,30191524,23088717,60746737,19985378
"Taiwan","TWN",2021,136849696,34746625,2270784,79701905,20130382
"Taiwan","TWN",2022,124735458,58365026,35774763,10676988,19918681
"Taiwan","TWN",2023,195044201,39630222,6238287,129086895,20088797
"Taiwan","TWN",2024,50166952,4205932,10329074,14902521,20729425
"Thailand","THA",1965,841,841,0,0,0
"Thailand","THA",1966,1064,1064,0,0,0
"Thailand","THA",1967,1368,1368,0,0,0
"Thailand","THA",1968,1405,1405,0,0,0
"Thailand","THA",1969,1046,1046,0,0,0
"Thailand","THA",1970,1787,1787,0,0,0
"Thailand","THA",1971,2048,2048,0,0,0
"Thailand","THA",1972,1728,1728,0,0,0
"Thailand","THA",1973,188,188,0,0,0
"Thailand","THA",1974,2458,2458,0,0,0
"Thailand","THA",1975,3399,3399,0,0,0
"Thailand","THA",1976,3637,3637,0,0,0
"Thailand","THA",1977,3265,3265,0,0,0
"Thailand","THA",1978,211,211,0,0,0
"Thailand","THA",1979,3263,3263,0,0,0
"Thailand","THA",1980,1273,1273,0,0,0
"Thailand","THA",1981,2974,2974,0,0,0
"Thailand","THA",1982,3836,3836,0,0,0
"Thailand","THA",1983,366,366,0,0,0
"Thailand","THA",1984,4081,4081,0,0,0
"Thailand","THA",1985,3691,3691,0,0,0
"Thailand","THA",1986,55317,55317,0,0,0
"Thailand","THA",1987,406115,405623,0,0,492
"Thailand","THA",1988,374836,371817,0,0,3019
"Thailand","THA",1989,553378,551221,0,0,2157
"Thailand","THA",1990,515020,490011,0,0,25009
"Thailand","THA",1991,480202,450535,0,0,29667
"Thailand","THA",1992,436755,415894,0,0,20861
"Thailand","THA",1993,3641930,3612501,0,0,29429
"Thailand","THA",1994,9479956,4403602,0,0,5076354
"Thailand","THA",1995,20867917,6593011,0,0,14274906
"Thailand","THA",1996,9286210,7215002,0,0,2071208
"Thailand","THA",1997,27357108,7082,0,0,27350026
"Thailand","THA",1998,8183933,5088822,0,0,3095111
"Thailand","THA",1999,7884001,3409668,0,0,4474333
"Thailand","THA",2000,11160419,5891444,0,0,5268975
"Thailand","THA",2001,68283130,6174345,0,0,62108785
"Thailand","THA",2002,8260716,736694,0,0,7524022
"Thailand","THA",2003,19522689,7207755,0,0,12314934
"Thailand","THA",2004,24315473,5896294,0,0,18419179
"Thailand","THA",2005,7527449,5671181,0,0,1856268
"Thailand","THA",2006,20677343,795005,131,3648,19878559
"Thailand","THA",2007,32141955,7961357,394,3876,24176328
"Thailand","THA",2008,22083271,695069,482,3888,21383832
"Thailand","THA",2009,9217073,6965736,1,444,2250892
"Thailand","THA",2010,38996224,5346753,3924,5832,33639715
"Thailand","THA",2011,47716614,7934922,5,9444,39772243
"Thailand","THA",2012,13642407,8431217,17179,498475,4695536
"Thailand","THA",2013,63272179,5412084,351304,1257475,56251316
"Thailand","THA",2014,7769047,5163573,396,1933475,671603
"Thailand","THA",2015,77118294,3760733,328,2378,73354855
"Thailand","THA",2016,12148216,3543078,383,3553,8601202
"Thailand","THA",2017,13984856,4687186,1109,4543,9292018
"Thailand","THA",2018,19347935,7597013,1641,4537,11744744
"Thailand","THA",2019,18901896,6309958,367,5146,12586425
"Thailand","THA",2020,16834319,4539848,322,5031,12289118
"Thailand","THA",2021,17954147,4539992,3532,4989,13405634
"Thailand","THA",2022,7993044,6598821,2988,5026,1386209
"Thailand","THA",2023,20882302,6588214,3741,5141,14285206
"Thailand","THA",2024,108959132,6414794,33840847,54315233,14388258
"Trinidad and Tobago","TTO",1965,0,0,0,0,0
"Trinidad and Tobago","TTO",1966,0,0,0,0,0
"Trinidad and Tobago","TTO",1967,0,0,0,0,0
"Trinidad and Tobago","TTO",1968,0,0,0,0,0
"Trinidad and Tobago","TTO",1969,0,0,0,0,0
"Trinidad and Tobago","TTO",1970,0,0,0,0,0
"Trinidad and Tobago","TTO",1971,35,0,0,0,35
"Trinidad and Tobago","TTO",1972,35,0,0,0,35
"Trinidad and Tobago","TTO",1973,29,0,0,0,29
"Trinidad and Tobago","TTO",1974,25,0,0,0,25
"Trinidad and Tobago","TTO",1975,23,0,0,0,23
"Trinidad and Tobago","TTO",1976,19,0,0,0,19
"Trinidad and Tobago","TTO",1977,23,0,0,0,23
"Trinidad and Tobago","TTO",1978,29,0,0,0,29
"Trinidad and Tobago","TTO",1979,29,0,0,0,29
"Trinidad and Tobago","TTO",1980,26,0,0,0,26
"Trinidad and Tobago","TTO",1981,19,0,0,0,19
"Trinidad and Tobago","TTO",1982,18,0,0,0,18
"Trinidad and Tobago","TTO",1983,16,0,0,0,16
"Trinidad and Tobago","TTO",1984,13,0,0,0,13
"Trinidad and Tobago","TTO",1985,17,0,0,0,17
"Trinidad and Tobago","TTO",1986,26,0,0,0,26
"Trinidad and Tobago","TTO",1987,31,0,0,0,31
"Trinidad and Tobago","TTO",1988,27,0,0,0,27
"Trinidad and Tobago","TTO",1989,26,0,0,0,26
"Trinidad and Tobago","TTO",1990,31,0,0,0,31
"Trinidad and Tobago","TTO",1991,25,0,0,0,25
"Trinidad and Tobago","TTO",1992,3,0,0,0,3
"Trinidad and Tobago","TTO",1993,28,0,0,0,28
"Trinidad and Tobago","TTO",1994,32,0,0,0,32
"Trinidad and Tobago","TTO",1995,33,0,0,0,33
"Trinidad and Tobago","TTO",1996,17,0,0,0,17
"Trinidad and Tobago","TTO",1997,18,0,0,0,18
"Trinidad and Tobago","TTO",1998,18,0,0,0,18
"Trinidad and Tobago","TTO",1999,18,0,0,0,18
"Trinidad and Tobago","TTO",2000,533,0,0,531,2
"Trinidad and Tobago","TTO",2001,1068,0,0,1039,29
"Trinidad and Tobago","TTO",2002,1395,0,0,1369,26
"Trinidad and Tobago","TTO",2003,1914,0,0,1902,12
"Trinidad and Tobago","TTO",2004,2602,0,0,2579,23
"Trinidad and Tobago","TTO",2005,2765,0,0,2743,22
"Trinidad and Tobago","TTO",2006,335,0,0,309,26
"Trinidad and Tobago","TTO",2007,3304,0,0,3285,19
"Trinidad and Tobago","TTO",2008,3536,0,0,3534,2
"Trinidad and Tobago","TTO",2009,3958,0,0,3939,19
"Trinidad and Tobago","TTO",2010,4408,0,0,4408,0
"Trinidad and Tobago","TTO",2011,4408,0,0,4408,0
"Trinidad and Tobago","TTO",2012,6228,0,0,6228,0
"Trinidad and Tobago","TTO",2013,6228,0,0,6228,0
"Trinidad and Tobago","TTO",2014,6228,0,0,6228,0
"Trinidad and Tobago","TTO",2015,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2016,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2017,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2018,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2019,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2020,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2021,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2022,6255,0,27,6228,0
"Trinidad and Tobago","TTO",2023,6235621,0,27,6235594,0
"Trinidad and Tobago","TTO",2024,NA,0,NA,7041495,0
"Turkey","TUR",1965,2180,2179,0,0,1
"Turkey","TUR",1966,23503,23381,0,0,122
"Turkey","TUR",1967,23991,23818,0,0,173
"Turkey","TUR",1968,31927,31748,0,0,179
"Turkey","TUR",1969,34627,34449,0,0,178
"Turkey","TUR",1970,30494,30328,0,0,166
"Turkey","TUR",1971,26264,26102,0,0,162
"Turkey","TUR",1972,32217,32042,0,0,175
"Turkey","TUR",1973,26231,26034,0,0,197
"Turkey","TUR",1974,33765,33558,0,0,207
"Turkey","TUR",1975,59058,59036,0,0,22
"Turkey","TUR",1976,83909,83748,0,0,161
"Turkey","TUR",1977,85941,85723,0,0,218
"Turkey","TUR",1978,93485,93348,0,0,137
"Turkey","TUR",1979,103034,102889,0,0,145
"Turkey","TUR",1980,113618,113482,0,0,136
"Turkey","TUR",1981,126172,126161,0,0,11
"Turkey","TUR",1982,141667,141667,0,0,0
"Turkey","TUR",1983,113427,113427,0,0,0
"Turkey","TUR",1984,134484,134263,0,0,221
"Turkey","TUR",1985,120455,120449,0,0,6
"Turkey","TUR",1986,119162,118726,0,0,436
"Turkey","TUR",1987,186757,186178,0,0,579
"Turkey","TUR",1988,290180,289496,0,0,684
"Turkey","TUR",1989,180022,179396,0,0,626
"Turkey","TUR",1990,232277,231476,0,0,801
"Turkey","TUR",1991,228030,226833,0,0,1197
"Turkey","TUR",1992,27735,26568,0,0,1167
"Turkey","TUR",1993,339643,339509,0,0,134
"Turkey","TUR",1994,305872,305859,0,0,13
"Turkey","TUR",1995,358492,355409,0,0,3083
"Turkey","TUR",1996,407343,404752,0,0,2591
"Turkey","TUR",1997,401929,398161,0,0,3768
"Turkey","TUR",1998,42610,42229,55,0,326
"Turkey","TUR",1999,349119,346775,205,0,2139
"Turkey","TUR",2000,311534,308785,334,0,2415
"Turkey","TUR",2001,243459,240099,624,0,2736
"Turkey","TUR",2002,339232,336838,48,0,2346
"Turkey","TUR",2003,355585,353295,614,0,1676
"Turkey","TUR",2004,463106,460837,577,0,1692
"Turkey","TUR",2005,396948,395605,59,0,1284
"Turkey","TUR",2006,458532,442442,1305,0,14785
"Turkey","TUR",2007,616961,358508,3511,0,254942
"Turkey","TUR",2008,645858,332698,8465,0,304695
"Turkey","TUR",2009,1196510,359584,149537,0,687389
"Turkey","TUR",2010,6472357,5179546,291643,24,1001144
"Turkey","TUR",2011,9179774,5233856,47239,2861538,1037141
"Turkey","TUR",2012,12121635,5786501,586075,4257787,1491272
"Turkey","TUR",2013,15724570,5942051,755745,6784616,2242158
"Turkey","TUR",2014,4705190,406447,852005,174,3446564
"Turkey","TUR",2015,12564786,6714584,1165247,19412,4665543
"Turkey","TUR",2016,1483234,672309,155171,10431,645323
"Turkey","TUR",2017,872631,582185,179038,28893,82515
"Turkey","TUR",2018,10957390,599385,199492,77998,10080515
"Turkey","TUR",2019,52337273,8882278,21730713,9249828,12474454
"Turkey","TUR",2020,48220288,7809437,24828222,1095018,14487611
"Turkey","TUR",2021,39940261,5592681,3143675,13942861,17261044
"Turkey","TUR",2022,22970842,668025,3494545,16887571,1920701
"Turkey","TUR",2023,31977760,6400245,3410905,2209056,19957554
"Turkey","TUR",2024,129249416,74881584,3662889,30374754,20330189
"Turkmenistan","TKM",1985,3,3,0,0,0
"Turkmenistan","TKM",1986,3,3,0,0,0
"Turkmenistan","TKM",1987,3,3,0,0,0
"Turkmenistan","TKM",1988,3,3,0,0,0
"Turkmenistan","TKM",1989,3,3,0,0,0
"Turkmenistan","TKM",1990,3,3,0,0,0
"Turkmenistan","TKM",1991,3,3,0,0,0
"Turkmenistan","TKM",1992,42,42,0,0,0
"Turkmenistan","TKM",1993,5,5,0,0,0
"Turkmenistan","TKM",1994,4,4,0,0,0
"Turkmenistan","TKM",1995,4,4,0,0,0
"Turkmenistan","TKM",1996,5,5,0,0,0
"Turkmenistan","TKM",1997,5,5,0,0,0
"Turkmenistan","TKM",1998,6,6,0,0,0
"Turkmenistan","TKM",1999,5,5,0,0,0
"Turkmenistan","TKM",2000,3154,3154,0,0,0
"Turkmenistan","TKM",2001,3154,3154,0,0,0
"Turkmenistan","TKM",2002,3154,3154,0,0,0
"Turkmenistan","TKM",2003,3154,3154,0,0,0
"Turkmenistan","TKM",2004,3154,3154,0,0,0
"Turkmenistan","TKM",2005,3154,3154,0,0,0
"Turkmenistan","TKM",2006,3154,3154,0,0,0
"Turkmenistan","TKM",2007,3154,3154,0,0,0
"Turkmenistan","TKM",2008,3154,3154,0,0,0
"Turkmenistan","TKM",2009,3154,3154,0,0,0
"Turkmenistan","TKM",2010,4749,3154,0,1595,0
"Turkmenistan","TKM",2011,48829,3154,0,45675,0
"Turkmenistan","TKM",2012,984586,3154,0,981432,0
"Turkmenistan","TKM",2013,188029,3154,0,184875,0
"Turkmenistan","TKM",2014,34329,3154,0,31175,0
"Turkmenistan","TKM",2015,3676,3154,0,522,0
"Turkmenistan","TKM",2016,6982222,3154,0,6979068,0
"Turkmenistan","TKM",2017,3850,3154,0,696,0
"Turkmenistan","TKM",2018,3850,3154,0,696,0
"Turkmenistan","TKM",2019,3850,3154,0,696,0
"Turkmenistan","TKM",2020,10141709,3162641,0,6979068,0
"Turkmenistan","TKM",2021,1011,315,0,696,0
"Turkmenistan","TKM",2022,1011,315,0,696,0
"Turkmenistan","TKM",2023,1011,315,0,696,0
"Turkmenistan","TKM",2024,7294931,315863,0,6979068,0
"USSR","OWID_USS",1965,81434,81434,0,0,0
"USSR","OWID_USS",1966,91823,91823,0,0,0
"USSR","OWID_USS",1967,88571,88571,0,0,0
"USSR","OWID_USS",1968,10404,10404,0,0,0
"USSR","OWID_USS",1969,115181,115181,0,0,0
"USSR","OWID_USS",1970,124377,124377,0,0,0
"USSR","OWID_USS",1971,126099,126099,0,0,0
"USSR","OWID_USS",1972,122899,122899,0,0,0
"USSR","OWID_USS",1973,122345,122345,0,0,0
"USSR","OWID_USS",1974,13203,13203,0,0,0
"USSR","OWID_USS",1975,125987,125987,0,0,0
"USSR","OWID_USS",1976,135735,135735,0,0,0
"USSR","OWID_USS",1977,147014,147014,0,0,0
"USSR","OWID_USS",1978,169701,169701,0,0,0
"USSR","OWID_USS",1979,172023,172023,0,0,0
"USSR","OWID_USS",1980,183938,183938,0,0,0
"USSR","OWID_USS",1981,186744,186744,0,0,0
"USSR","OWID_USS",1982,174677,174677,0,0,0
"USSR","OWID_USS",1983,180362,180362,0,0,0
"USSR","OWID_USS",1984,202988,202988,0,0,0
"Ukraine","UKR",1985,107126255,107126255,0,0,0
"Ukraine","UKR",1986,10655173,10655173,0,0,0
"Ukraine","UKR",1987,9594518,9594518,0,0,0
"Ukraine","UKR",1988,1193238,1193238,0,0,0
"Ukraine","UKR",1989,10129265,10129265,0,0,0
"Ukraine","UKR",1990,10514,10514,0,0,0
"Ukraine","UKR",1991,1171,1171,0,0,0
"Ukraine","UKR",1992,7883,7883,0,0,0
"Ukraine","UKR",1993,11039,11039,0,0,0
"Ukraine","UKR",1994,12118,12118,0,0,0
"Ukraine","UKR",1995,9953,9953,0,0,0
"Ukraine","UKR",1996,8632,8632,0,0,0
"Ukraine","UKR",1997,9856,9856,0,0,0
"Ukraine","UKR",1998,15742,15739,3,0,0
"Ukraine","UKR",1999,14327,14324,3,0,0
"Ukraine","UKR",2000,11280,11274,6,0,0
"Ukraine","UKR",2001,12048,12032,16,0,0
"Ukraine","UKR",2002,9649,9627,22,0,0
"Ukraine","UKR",2003,9269,9238,31,0,0
"Ukraine","UKR",2004,11786,11753,33,0,0
"Ukraine","UKR",2005,12401,12363,38,0,0
"Ukraine","UKR",2006,12921,12886,35,0,0
"Ukraine","UKR",2007,10469,10143,45,0,281
"Ukraine","UKR",2008,11821,11512,45,0,264
"Ukraine","UKR",2009,12118,11936,43,0,139
"Ukraine","UKR",2010,13345,13152,5,0,188
"Ukraine","UKR",2011,1095713,1094383,895,301,134
"Ukraine","UKR",2012,1054212,1047863,2882,3333,134
"Ukraine","UKR",2013,1387025,1380481,6386,57,101
"Ukraine","UKR",2014,859571,847827,11302,429,13
"Ukraine","UKR",2015,555386,539632,10844,4765,145
"Ukraine","UKR",2016,91340,76758,9538,4908,136
"Ukraine","UKR",2017,913911,894761,9834,7217,2099
"Ukraine","UKR",2018,130241,104277,11884,11075,3005
"Ukraine","UKR",2019,118682,65083,20202,29328,4069
"Ukraine","UKR",2020,7657692,7563803,32643,53692,7554
"Ukraine","UKR",2021,884379,104437,38227,650427,91288
"Ukraine","UKR",2022,83717,11023,14177,50756,7761
"Ukraine","UKR",2023,20425746,12727588,943441,5708212,1046505
"Ukraine","UKR",2024,13445987,12762458,2541,605484,75504
"United Arab Emirates","ARE",1965,0,0,0,0,0
"United Arab Emirates","ARE",1966,0,0,0,0,0
"United Arab Emirates","ARE",1967,0,0,0,0,0
"United Arab Emirates","ARE",1968,0,0,0,0,0
"United Arab Emirates","ARE",1969,0,0,0,0,0
"United Arab Emirates","ARE",1970,0,0,0,0,0
"United Arab Emirates","ARE",1971,0,0,0,0,0
"United Arab Emirates","ARE",1972,0,0,0,0,0
"United Arab Emirates","ARE",1973,0,0,0,0,0
"United Arab Emirates","ARE",1974,0,0,0,0,0
"United Arab Emirates","ARE",1975,0,0,0,0,0
"United Arab Emirates","ARE",1976,0,0,0,0,0
"United Arab Emirates","ARE",1977,0,0,0,0,0
"United Arab Emirates","ARE",1978,0,0,0,0,0
"United Arab Emirates","ARE",1979,0,0,0,0,0
"United Arab Emirates","ARE",1980,0,0,0,0,0
"United Arab Emirates","ARE",1981,0,0,0,0,0
"United Arab Emirates","ARE",1982,0,0,0,0,0
"United Arab Emirates","ARE",1983,0,0,0,0,0
"United Arab Emirates","ARE",1984,0,0,0,0,0
"United Arab Emirates","ARE",1985,0,0,0,0,0
"United Arab Emirates","ARE",1986,0,0,0,0,0
"United Arab Emirates","ARE",1987,0,0,0,0,0
"United Arab Emirates","ARE",1988,0,0,0,0,0
"United Arab Emirates","ARE",1989,0,0,0,0,0
"United Arab Emirates","ARE",1990,0,0,0,0,0
"United Arab Emirates","ARE",1991,0,0,0,0,0
"United Arab Emirates","ARE",1992,0,0,0,0,0
"United Arab Emirates","ARE",1993,0,0,0,0,0
"United Arab Emirates","ARE",1994,0,0,0,0,0
"United Arab Emirates","ARE",1995,0,0,0,0,0
"United Arab Emirates","ARE",1996,0,0,0,0,0
"United Arab Emirates","ARE",1997,0,0,0,0,0
"United Arab Emirates","ARE",1998,0,0,0,0,0
"United Arab Emirates","ARE",1999,0,0,0,0,0
"United Arab Emirates","ARE",2000,0,0,0,0,0
"United Arab Emirates","ARE",2001,0,0,0,0,0
"United Arab Emirates","ARE",2002,0,0,0,0,0
"United Arab Emirates","ARE",2003,0,0,0,0,0
"United Arab Emirates","ARE",2004,0,0,0,0,0
"United Arab Emirates","ARE",2005,0,0,0,0,0
"United Arab Emirates","ARE",2006,0,0,0,0,0
"United Arab Emirates","ARE",2007,0,0,0,0,0
"United Arab Emirates","ARE",2008,0,0,0,0,0
"United Arab Emirates","ARE",2009,6354,0,0,6354,0
"United Arab Emirates","ARE",2010,18424,0,0,18424,0
"United Arab Emirates","ARE",2011,20696,0,0,20696,0
"United Arab Emirates","ARE",2012,24242,0,0,24242,0
"United Arab Emirates","ARE",2013,86912,0,1489,85423,0
"United Arab Emirates","ARE",2014,311409,0,2978,308431,0
"United Arab Emirates","ARE",2015,4480,0,1489,2991,0
"United Arab Emirates","ARE",2016,316,0,0,316,0
"United Arab Emirates","ARE",2017,7451,0,0,7451,0
"United Arab Emirates","ARE",2018,11981,0,0,11981,0
"United Arab Emirates","ARE",2019,36558,0,0,36558,0
"United Arab Emirates","ARE",2020,5184475,0,0,5184466,9
"United Arab Emirates","ARE",2021,62527403,0,45,62523384,3974
"United Arab Emirates","ARE",2022,77433736,0,45,77433567,124
"United Arab Emirates","ARE",2023,4143141,0,600018,1440392,2102731
"United Arab Emirates","ARE",2024,37279574,0,19961853,15209229,2108492
"United Kingdom","GBR",1965,4612,4612,0,0,0
"United Kingdom","GBR",1966,4536,4536,0,0,0
"United Kingdom","GBR",1967,4885,4885,0,0,0
"United Kingdom","GBR",1968,3722,3722,0,0,0
"United Kingdom","GBR",1969,3256,3256,0,0,0
"United Kingdom","GBR",1970,4536,4536,0,0,0
"United Kingdom","GBR",1971,3373,3373,0,0,0
"United Kingdom","GBR",1972,3373,3373,0,0,0
"United Kingdom","GBR",1973,3838,3838,0,0,0
"United Kingdom","GBR",1974,4071,4071,0,0,0
"United Kingdom","GBR",1975,3838,3838,0,0,0
"United Kingdom","GBR",1976,4536,4536,0,0,0
"United Kingdom","GBR",1977,3954,3954,0,0,0
"United Kingdom","GBR",1978,4071,4071,0,0,0
"United Kingdom","GBR",1979,4303,4303,0,0,0
"United Kingdom","GBR",1980,3954,3954,0,0,0
"United Kingdom","GBR",1981,4419,4419,0,0,0
"United Kingdom","GBR",1982,4536,4536,0,0,0
"United Kingdom","GBR",1983,4536,4536,0,0,0
"United Kingdom","GBR",1984,1014637,4536,0,1010101,0
"United Kingdom","GBR",1985,1049643,39542,0,1010101,0
"United Kingdom","GBR",1986,1057784,47683,0,1010101,0
"United Kingdom","GBR",1987,41868,41868,0,0,0
"United Kingdom","GBR",1988,1058947,48846,0,1010101,0
"United Kingdom","GBR",1989,47692,47683,9,0,0
"United Kingdom","GBR",1990,57139,51172,9,0,5958
"United Kingdom","GBR",1991,52245,45357,9,0,6879
"United Kingdom","GBR",1992,62873,53498,33,0,9342
"United Kingdom","GBR",1993,44446,43031,217,0,1198
"United Kingdom","GBR",1994,66701,51172,344,0,15185
"United Kingdom","GBR",1995,21460,4652,392,0,16416
"United Kingdom","GBR",1996,358130,339596,488,0,18046
"United Kingdom","GBR",1997,461379,439614,667,0,21098
"United Kingdom","GBR",1998,51203562,51176143,877,0,26542
"United Kingdom","GBR",1999,5369974,5335597,85,1,34291
"United Kingdom","GBR",2000,50897218,50857453,946,1,38818
"United Kingdom","GBR",2001,4060141,4054648,965,2,4526
"United Kingdom","GBR",2002,47926909,47874846,1259,3,50801
"United Kingdom","GBR",2003,32340033,32277005,1288,3,61737
"United Kingdom","GBR",2004,48520187,48444605,1939,4,73639
"United Kingdom","GBR",2005,143172,49229,2912,8,91023
"United Kingdom","GBR",2006,46031083,45934067,4236,11,92769
"United Kingdom","GBR",2007,112835734,50773044,52738175,14,9324501
"United Kingdom","GBR",2008,21887729,5141186,7097248,17,9649278
"United Kingdom","GBR",2009,92275050,52278924,9280972,20000206,10714948
"United Kingdom","GBR",2010,58865142,35913758,10285645,402771,12262968
"United Kingdom","GBR",2011,54212281,569175,15962969,24366343,13313794
"United Kingdom","GBR",2012,35569413,5309068,1984712,13537636,14737997
"United Kingdom","GBR",2013,36919412,4701509,28397152,2010262,1810489
"United Kingdom","GBR",2014,101008963,5887849,31959244,40540624,22621246
"United Kingdom","GBR",2015,103791996,62972684,4027472,7532864,29258976
"United Kingdom","GBR",2016,131338732,53705845,37159424,10407928,30065535
"United Kingdom","GBR",2017,9358485,58818,4964115,1145724,3189828
"United Kingdom","GBR",2018,6222987,54433,5690761,126684,351109
"United Kingdom","GBR",2019,8060025,59329,6383489,1241805,375402
"United Kingdom","GBR",2020,1336246,68782,756231,125469,385764
